Cod,EAN,Nume,Culoare,Brand,"In stoc","Pret normal","Pret promo","Pret promo data inceput","Pret promo data sfarsit",Descriere,Imagine,"Imagini secundare",Categorie,Greutate
SILLO-1002,5902021524372,"Cearsaf impermeabil de bumbac Sensillo 120x60 cm",Alb,SENSILLO,1,35.0000,,,,"<p>Cearsaf impermeabil cu dimensiunea de 120x60 cm</p> <p>Protejeaza salteaua de umezeala si murdarie</p> <p>Stratul superior este realizat din panza moale de bumbac, placuta la atingere si neiritanta</p> <p>Stratul inferior este realizat din PVC, care protejeaza suprafata saltelei de umezeala</p> <p>Se poate spala chiar si la 95°C</p> <p><strong>Produs in Polonia</strong></p>",https://www.puimic.ro/media/catalog/product//p/o/podklad_podgumowany_01.jpg,"https://www.puimic.ro/media/catalog/product//p/o/podklad_podgumowany_03.jpg, https://www.puimic.ro/media/catalog/product//p/o/podklad_podgumowany_02.jpg, https://www.puimic.ro/media/catalog/product//p/o/podklad_podgumowany_wpokoiku_04.jpg, https://www.puimic.ro/media/catalog/product//p/o/podklad_podgumowany_wpokoiku_05.jpg","Camera copilului/Cearsafuri>Camera copilului>Camera copilului>Cearsafuri>Camera copilului/Cearsafuri",1.0000
140-02-034,6417840021388,"Scaun auto Klippan TRIOFIX COMFORT 9-36 KG cu BAZA ISOFIX Black/Orange",Negru,KLIPPAN,1,1899.0000,1699.0000,"2020-11-13 00:00:00","2021-01-01 00:00:00","<div class=""rte""> <p>Cu <strong>10° mai multa inclinare</strong> cu mare usurinta! </p> <p><strong>Klippan TRIOFIX COMFORT Isofix</strong> este un scaun auto sigur, care poate fi utilizat atat cu spatele, cat si cu fata catre sensul de mers. </p> <p>In comparatie cu modelul <strong>TRIOFIX RECLINE</strong>, modelul <strong>TRIOFIX COMFORT</strong> beneficiaza de o <strong>captusire suplimentara</strong> cu <strong>spuma poliuretanica flexibila</strong> in zona spatarului si a tetierei, pentru un confort sporit al copilului.</p> <p><iframe src=""https://www.youtube.com/embed/TugXdBRRcI4"" width=""560"" height=""315"" frameborder=""0""></iframe></p> <p>Pe parcursul procesului de dezvoltare s-a acordat o atentie deosebita <strong>sigurantei</strong> si <strong>confortului </strong>in utilizare. <strong>Tetiera integrata</strong> si <strong>ajustarea pe inaltime a centurii de siguranta</strong> fac acest scaun extrem de practic. Ajustarea inaltimii centurii de siguranta este proiectata astfel incat sa nu fie nevoie sa se decupleze sau demonteze centurile de pe scaun, ci doar sa se aleaga inaltimea dorita.</p> <p>Scaunul este <strong>omologat</strong> pentru grupele de <strong>varsta I-II-III</strong> (<strong>75-125cm </strong>/ <strong>9-36 kg</strong>).</p> <p><iframe src=""https://www.youtube.com/embed/zRIwZjhbMt4"" width=""560"" height=""315"" frameborder=""0""></iframe></p> <p>Scaunul auto TRIOFIX COMFORT a fost proiectat sa fie folosit cu <strong>o baza separata</strong>, pentru a beneficia de <strong>siguranta completa</strong> oferita de un astfel de sistem. <strong>Baza</strong> poate fi montata in masina atat cu <strong>sistemul ISOFIX</strong>, cat si cu <strong>centura de siguranta in 3 puncte</strong>.</p> <p><iframe src=""https://www.youtube.com/embed/1bqXFIaCEa4"" width=""600"" height=""445"" frameborder=""0""></iframe></p> <p><iframe src=""https://www.youtube.com/embed/fmOoGAI8_C8"" width=""560"" height=""315"" frameborder=""0""></iframe></p> <p>TRIOFIX COMFORT este un <strong>scaun compact</strong>, conceput <strong>sa incapa si in cele mai mici masini.</strong></p> <p><strong><img src=""http://www.kizzu.ro/img/cms/KLIPPAN/DSC021131_1.jpeg"" alt="""" width=""600"" height=""600"" /></strong></p> <p><strong>Husa </strong>este <strong>detasabila </strong>si <strong>lavabila.</strong></p> <p><strong>Omologari: </strong></p> <ul><li>ECE R44/04</li> <li>Grupa I-II-III (9-36 Kg)</li> <li>Grupa 15-36 Kg Universal</li> <li>Grupa 9-18 Kg Semiuniversal</li> <li>Grupa 15-25 Kg</li> </ul><p><strong>Montare in functie de marimea copilului:</strong></p> <ul><li><strong>Marimea D:</strong> <ul><li>Montare <strong>ISOFIX cu spatele catre sensul de mers 9-18 Kg</strong></li> <li>Montare <strong>cu centura de siguranta in 3 puncte cu spatele catre sensul de mers 9-18 Kg</strong></li> </ul></li> <li><strong>Marimea B1:</strong> <ul><li>Montare <strong>ISOFIX cu fata catre sensul de mers 9-18 Kg</strong></li> <li>Montare <strong>cu centura de siguranta in 3 puncte cu fata catre sensul de mers 9-18 Kg</strong></li> <li>Montare <strong>cu centura de siguranta in 3 puncte cu fata catre sensul de mers 15-25 Kg</strong></li> <li>Montare <strong>cu centura de siguranta in 3 puncte cu fata catre sensul de mers 15-36 Kg</strong></li> </ul></li> </ul><p>Scaunul <strong>Klippan TRIOFIX COMFORT </strong>este <strong>conceput, produs si testat </strong>in <strong>FINLANDA</strong>.</p> <p>Scaunele <strong>KLIPPAN</strong> nu sunt concepute sa fie <strong>frumoase</strong>, ci <strong>sa salveze vieti!</strong></p> </div> <p><strong>DATE TEHNICE:</strong></p> <p><strong>Adancime: </strong>63 cm<br /><strong>Latime: </strong>42 cm<br /><strong>Inaltime: </strong>78 cm<br /><strong>Inaltime interioara: </strong>69 cm<br /><strong>Greutate: </strong>16 Kg<br /><strong>Varsta: </strong>6+ luni<br /><strong>Pozitii de inclinare: </strong>2<br /><strong>Greutate maxima admisa: </strong>36 Kg<br /><strong>Garantie: </strong>24 luni</p>",https://www.puimic.ro/media/catalog/product//1/4/140-01-034_front_190207_1_.jpeg,"https://www.puimic.ro/media/catalog/product//1/4/140-02-035_front_190207_1__2.jpeg, https://www.puimic.ro/media/catalog/product//m/a/maxi-dinofix-base_190204_2.jpeg, https://www.puimic.ro/media/catalog/product//t/r/triofixreclined_2.jpeg, https://www.puimic.ro/media/catalog/product//t/r/triofixupright_2.jpeg","Grupa 9-36 Kg>Isofix>Scaune auto>Scaune auto",16.0000
KLI-140-14,6417840022491,"Klippan CUSHION 15-36 Kg cu Belt-Fix",,KLIPPAN,0,129.0000,,,,"<p>Inaltatorul <strong>Klippan CUSHION 15-36 Kg </strong>este omologat conform ECE R44/04</p> <p>Husa este usor de detasat si poate fi spalata.</p>",https://www.puimic.ro/media/catalog/product//i/n/inaltator-klippan-cushion-cu-belt-fix-15-36-kg_31.jpg,,"Oferta noastra>Scaune auto",3.0000
150-68-010,6417840020480,"Oglinda KLIPPAN pentru tetiera scaunului spate ",Negru,KLIPPAN,1,99.0000,,,,"<p>Oglinda KLIPPAN permite contactul vizual intre parinti si copilul care calatoreste in scaun cu orientare cu spatele catre sensul de mers</p> <p>Oglinda KLIPPAN se ataseaza pe tetiera scaunului spate al masinii si este ajustabila.</p>",https://www.puimic.ro/media/catalog/product//o/g/oglinda-klippan-pentru-tetiera-scaunului-spate_32.jpg,"https://www.puimic.ro/media/catalog/product//4/1/41.jpeg, https://www.puimic.ro/media/catalog/product//1/5/150-68-010_1.jpg","La plimbare/Scaune auto/Accesorii auto>La plimbare/Scaune auto>La plimbare>Accesorii>Accesorii scaune auto",0.5000
150-67-001,6417840020152,"Distantier baza Isofix pentru Klippan Triofix/Dinofix  ",Negru,KLIPPAN,1,199.0000,,,,"<p>Cu ajutorul distantierului pentru baza Isofix, copilul va beneficia de mai mult loc cand calatoreste in scaunul Klippan Triofix montat cu spatele catre sensul de mers sau in cosul auto Dinofix.</p> <p>Compatibil doar cu <strong>baza Isofix pentru Klippan Triofix/Dinofix</strong>.</p>",https://www.puimic.ro/media/catalog/product//d/i/distantier-pentru-baza-isofix-compatibila-cu-scaunele-auto-klippan-triofix-si-dinofix_33.jpg,https://www.puimic.ro/media/catalog/product//1/5/150-67-001.jpeg,"La plimbare/Scaune auto/Accesorii auto>La plimbare/Scaune auto>La plimbare>Accesorii>Accesorii scaune auto",1.0000
SILLO-8479,5902021527854,"Sac de iarna Sensillo 3 in 1 lana Blumarin",Albastru,SENSILLO,1,219.0000,,,,"<p>Stratul exterior ofera protectie īmpotriva umezelii si a vāntului.</p> <p>Confort termic exceptional datorita unei structuri din trei straturi, cu izolatie termica si interior de lāna moale.</p> <p>Sacul are orificii pentru centurile de siguranta īn cinci puncte, compatibile cu majoritatea carucioarelor si scaunelor auto.</p> <p>Sacul de iarna 3 in 1 este fabricat in Polonia.</p>",https://www.puimic.ro/media/catalog/product//c/o/combi_welna_navy01.jpg,"https://www.puimic.ro/media/catalog/product//c/o/combi_welna_navy03.jpg, https://www.puimic.ro/media/catalog/product//c/o/combi_welna_navy02.jpg, https://www.puimic.ro/media/catalog/product//c/o/combi_welna_navy04.jpg, https://www.puimic.ro/media/catalog/product//c/o/combi_welna_navy01.jpg","La plimbare/Accesorii de iarna>La plimbare/Carucioare>La plimbare>La plimbare/Carucioare/Accesorii pentru carucior>Accesorii carucior>La plimbare/Carucioare/Accesorii carucior>La plimbare/Carucioare>La plimbare",0.8000
TOYZ-7060,5902021527632,"Masinuta electrica cu telecomanda Toyz MERCEDES-BENZ S63 AMG 12V Black",Negru,TOYZ,1,1079.0000,,,,"<p>Ce castigati prin alegerea unui autoturism cu acumulatori&nbsp;<strong>Mercedes-Benz S63 AMG</strong> pentru copilul dumneavoastra:</p>
<p><strong>Indepliniti visul copilului dumneavoastra&nbsp;</strong>de a avea propriul autoturism Mercedes<br /><strong>Posibilitati multiple de distractie&nbsp;</strong>- copilul poate conduce independent sau il puteti ajuta dumneavoastra prin intermediul telecomenzii<br /><strong>Satisfactie pentru copilul dumneavoastra</strong> - modelul S63 AMG ofera dotari deosebite:<strong>doua trepte de viteze</strong>, atat inainte, cat si inapoi<br /><strong>Lumini de zi cu LED</strong><br /><strong>Lumini fata si spate cu buton de oprire/pornire</strong><br /><strong>Lumini marsarier</strong><br /><strong>Schimbator de viteze cu litere luminate</strong><br /><strong>Volan cu claxon si butoane cu melodii</strong><br /><strong>Panou multimedia luminat,&nbsp;</strong>cu intrari pentru&nbsp;<strong>MP3 player, port USB, slot MicroSD</strong><br /><strong>Viteza&nbsp;</strong>- 5 km/h<br /><strong>Timp indelungat de activitate</strong> cu o singura incarcare, datorita bateriei de&nbsp;<strong>12V 7Ah</strong><br /><strong>Putere exceptionala</strong> datorita celor&nbsp;<strong>doua motoare de 12V 35W&nbsp;</strong>(total 70W)<br /><strong>Instructiuni clare</strong> si&nbsp;<strong>montare simpla</strong></p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:</strong> 3+ ani<br /><strong>Dimensiuni:</strong> 116x67x48 cm<br /><strong>Dimensiuni scaun:</strong> 38x23x29 cm<br /><strong>Greutate:</strong> 16 Kg<br /><strong>Greutate maxima admisa:</strong> 30 Kg<br /><strong>Motoare:</strong> 2x12V 35W (total 70W)<br /><strong>Acumulatori:</strong> 1x12V 7Ah</p>",https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_01.jpg,"https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_03.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_02.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_05.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_04.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_06.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_01.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_07.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_09.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_11.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_10.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_black_08.jpg, https://www.puimic.ro/media/catalog/product//m/e/mercedess63amg_pilot_1.jpg","Jucarii/Vehicule electrice>Jucarii>Vehicule electrice>Jucarii/Vehicule electrice>Jucarii",8.0000
SILLO-01890,5902021527670,"Saltea landou cocos 75x35x2 cm",,SENSILLO,1,55.0000,,,,"<p>Salteaua este umpluta cu fibre de cocos si acoperita cu material pufos. Aceasta combinatie asigura suportul adecvat pentru spatele copilului si garanteaza un inalt nivel de confort. </p> <p>Husa este realizata din material matlasat moale, placut la atingere si ventilant. Poate fi scoasa si spalata la 40°C.</p>",https://www.puimic.ro/media/catalog/product//s/a/saltea-de-cocos-pentru-landou-75x35x2-cm_43.jpg,,"Oferta noastra>Saltele pentru landou",1.0000
SILLO-0132,5902021529384,"Saltea Sensillo SUPREME GENIUS 120x60x14 cm",,SENSILLO,0,339.0000,,,,"<p>La interior are trei straturi: un strat de spuma HR perfect elastica (6 cm), un strat dublu de spuma de latex perforat (4 cm) si un strat de spuma poliuretanica rigida (2 cm), toate acoperite cu o husa din material pufos.</p> <p><strong>HR </strong>(High Resiliense Foam=Spuma de inalta elasticitate) are o structura celulara variata, care nfluenteaza <strong>elasticitatea saltelei</strong> si ii creste <strong>rezistenta la incarcare</strong>, ceea ce inseamna ca salteaua este mai confortabila si mai durabila. Datorita <strong>designului unic cu fante</strong>, spuma dobandeste o plasticictate suplimentara pentru o potrivire mai buna cu forma corpului. De asemenea, mareste circulatia aerului, permitand drenarea umezelii in exces.</p> <p>Husa detasabila realizata din <strong>material inteligent patentat</strong> incorporeaza <strong>suvite de Celliant</strong>. Datorita <strong>mineralelor active</strong> continute in fibre, materialul are proprietati regenerative si favorizeaza somnul. <strong>Materialul inteligent</strong> nu isi pierde proprietatile in timp.</p> <p><strong>Straturile de latex</strong> sunt in mod special apreciate pentru <strong>inalta flexibilitate</strong>, acestea adaptandu-se perfect la formele naturale ale corpului si asigurand <strong>suportul adecvat pentru coloana</strong>. Latexul este un produs partial natural, realizat dintr-o combinatie de cauciuc natural cu latex sintetic.</p> <p><strong>Descriere:</strong></p> <ul><li>Saltea pentru copii cu dimensiunea de <strong>120x60 cm</strong></li> <li>Salteaua este umpluta cu latex (4 cm), spuma de inalta elasticitate HR (6 cm), spuma poliuretanica T30 (2 cm) si acoperita cu material pufos</li> <li>Se poate folosi cu majoritatea patuturilor normale sau pliabile</li> <li>Grosimea de <strong>14 cm</strong> asigura confort exceptional si somn linistit</li> <li>Stratul de latex se adapteaza la forma corpului si este rezistent la deformare</li> <li>Spuma H30 de inalta flexibilitate mareste rezistenta la deformare</li> <li>Husa inteligenta este acoperita cu minerale active si poate fi scoasa si spalata</li> <li>Fiecare componenta a saltelei indeplineste <strong>conditiile standardului OEKO-TEX Standard 100</strong></li> </ul><p>Salteaua <strong>Sensillo SUPREME GENIUS </strong>este produsa in <strong>Polonia.</strong></p> <p><strong>Garantie: 3 ani</strong></p>",https://www.puimic.ro/media/catalog/product//s/a/saltea-sensillo-supreme-genius-120x60x14-cm-cu-latex-si-husa-cu-minerale-active_44.jpg,,"Oferta noastra>Saltele 120x60 cm",2.0000
TERO-192,5902021523481,"Scaun auto Caretero DEFENDER+ ISOFIX 0-18 Kg Grey",Gri,CARETERO,0,659.0000,,,,"<p>Scaun auto proiectat pentru copii cu greutatea de 0-18 Kg (Grupa 0+,I)</p>
<p><iframe frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/Pud5FfZQPdk"" width=""425""></iframe></p>
<ul>
<li>Instalare cu spatele catre sensul de mers (Grupa 0+)</li>
<li>Instalare cu fata catre sensul de mers, folosind punctele de fixare ISOFIX si ancora Top Tether (Grupa I)</li>
<li>Spatar inclinabil in 5 pozitii</li>
<li>Tetiera solida, cu inaltime ajustabila si cuplata cu centurile de siguranta</li>
<li>Centuri de siguranta in 5 puncte, cu sistem de blocaj marca Holmbergs&reg; (Suedia)</li>
<li>Husa detasabila este realizata dintr-o combinatie de material cu aerisire si piele ecologica eleganta</li>
<li>Protectii laterale accentuate pentru mai multa siguranta in cazul unui impact lateral</li>
<li>Protectiile pentru centura de siguranta sunt delicate si elimina riscul de frecare si iritare a pielii copilului</li>
<li>Interiorul spatios asigura confortul si libertatea copilului pe perioada calatoriei</li>
<li>Corpul scaunului este elegant si rezistent in timp</li>
<li>Designul modern combina aspectul placut cu functionalitatea</li>
<li>Buzunar pentru manualul de utilizare</li>
</ul>
<p><strong>Omologat conform ECE R44/04</strong></p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:</strong> 0-18 Kg<br /><strong>Dimensiuni exterioare:</strong>&nbsp;54x43x72 cm<br /><strong>Dimensiuni interioare:&nbsp;</strong>30x30 cm (sezut), 30x58 cm (spatar)<br /><strong>Instalare:</strong> cu spatele pana la 13 Kg; cu fata pentru 9-18 Kg<br /><strong>Reglaj tetiera:</strong>&nbsp;13 cm<br /><strong>Greutate:</strong> 9,5 Kg<br /><strong>Material:</strong> ventilant, cu insertii de piele ecologica</p>",https://www.puimic.ro/media/catalog/product//d/e/defender_grey1.jpg,"https://www.puimic.ro/media/catalog/product//d/e/defender_dod7a_3.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_dod8_3.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_dod2_2.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_dod1.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_grey2.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_dod7_2.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_grey1.jpg, https://www.puimic.ro/media/catalog/product//d/e/defender_purple4_3.jpg","La plimbare/Scaune auto/Isofix>La plimbare/Scaune auto>La plimbare>Scaune auto>La plimbare/Scaune auto>La plimbare/Scaune auto/Grupa 0-18 Kg>La plimbare/Scaune auto/Grupa 0-18 Kg>La plimbare/Scaune auto/Isofix>La plimbare",10.0000
TERO-250,5902021525690,"Scaun auto Caretero VOLANTEFix ISOFIX 9-36 Kg Graphite",Gri,CARETERO,1,729.0000,,,,"<p>Scaun auto pentru copii cu greutatea de 9-36 Kg</p>
<p>Scaunul este dotat cu sistem ISOFIX si cu curea de ancorare TopTether.</p>
<p><iframe frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/PSbZcej6kTM"" width=""425""></iframe></p>
<p>Spatar cu inclinare reglabila in 4 pozitii.<br />Tetiera se ajusteaza cu precizie pe inaltime, ridicand in acelasi timp nivelul centurilor de siguranta pentru umeri.<br />Centurile de siguranta in 5 puncte marca&nbsp;Holmbergs&reg; (Suedia) sunt invelite in protectii moi pentru umeri si pot fi utilizate pana la greutatea de 25 Kg.<br />Pernele reductor pentru copiii mici sunt confectionat dintr-un material moale si delicat.<br />Tapiteria este realizata dintr-o combinatie de doua materiale si poate fi scoasa pentru curatare.<br />Sezutul si spatarul spatioase asigura confortul copilului in timpul deplasarilor.<br />Corpul scaunului este realizat din materiale de inalta calitate, rezistente, pentru o utilizare indelungata.</p>
<p><strong>Scaunul Caretero VolanteFix Isofix este omologat conform ECE R44/04</strong></p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Grupa de varsta:</strong>&nbsp;9-36 kg (I, II, III)<br /><strong>Dimensiuni exterioare:</strong>&nbsp;48x45x59 cm (+19 cm ajustare tetiera)<br /><strong>Dimensiuni interioare:</strong>&nbsp;29x31 cm (sezut)<br /><strong>Greutate:</strong> 10,5 Kg</p>",https://www.puimic.ro/media/catalog/product//p/r/product-118.jpg,"https://www.puimic.ro/media/catalog/product//f/o/foto_add-3595.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3596.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3597.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3598.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3594.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3600.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3601.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3602.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3603.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3605.jpg, https://www.puimic.ro/media/catalog/product//p/r/product-118.jpg, https://www.puimic.ro/media/catalog/product//f/o/foto_add-3604.jpg","La plimbare/Scaune auto/Grupa 9-36 Kg>La plimbare/Scaune auto/Isofix>La plimbare/Scaune auto>La plimbare>Scaune auto>La plimbare/Scaune auto>La plimbare/Scaune auto/Grupa 9-36 Kg>La plimbare/Scaune auto/Isofix>La plimbare",10.5000
